1895,0.96,0.51,0.85,2.29,2.45,-0.33,-0.59,-0.37,-1.32,-1.79,-1.98,-2.30
1896,-2.45,-1.55,-2.19,-2.72,-3.12,-2.57,-1.58,-2.24,-2.08,-2.43,-2.09,-2.26
1897,-2.60,-1.61,-1.14,-0.92,-0.87,-0.75,-0.63,-0.84,-1.32,-1.39,-1.59,-1.65
1898,-2.10,-2.94,-2.89,-2.10,-2.40,-2.53,0.34,1.21,1.07,1.17,1.71,1.18
1899,1.08,2.42,3.12,3.02,-0.55,-0.71,-0.70,-1.12,-1.41,-1.07,-1.33,-1.51
1900,-1.61,0.70,0.70,1.37,0.78,1.35,-0.58,-1.59,-2.12,-2.25,-2.06,-1.62
1901,-1.76,-2.15,0.03,1.34,2.82,3.08,2.98,5.15,5.18,4.27,3.37,4.08
1902,3.11,3.65,-0.35,-0.57,-1.10,-1.05,-1.74,-1.93,-1.93,-1.83,0.06,0.04
1903,0.01,0.89,1.69,2.00,1.00,1.81,-0.49,-0.50,-0.77,-0.84,-1.32,-1.91
1904,-2.03,-1.90,-1.75,-2.17,-2.43,-2.16,-1.92,-1.29,-1.65,-2.07,-2.03,-2.14
1905,-2.26,-1.34,-2.11,0.34,0.93,0.25,0.54,0.98,-0.56,-0.80,-1.53,0.86
1906,1.44,0.96,1.51,-0.77,-1.18,1.02,2.04,2.88,2.48,2.44,-0.38,-0.40
1907,-1.72,-1.75,-2.45,0.69,0.78,1.68,1.46,1.13,1.63,1.02,1.43,2.02
1908,2.07,2.25,2.11,1.63,1.39,1.50,1.94,3.30,2.99,3.23,-0.32,-0.16
1909,-0.88,-0.79,-1.20,0.11,0.45,1.45,1.39,1.51,1.40,-0.15,-0.97,-1.37
1910,-1.43,-1.19,-2.51,-2.63,0.09,1.26,0.95,1.33,-0.61,-0.42,-1.00,-1.08
1911,-1.38,-1.90,-2.09,-1.64,-2.74,-3.34,-3.83,-3.39,-3.90,0.20,0.33,0.62
1912,0.52,0.76,1.46,1.46,1.42,1.80,1.69,-0.45,-0.01,-0.52,-0.68,-1.02
1913,-1.12,-1.10,0.95,-0.34,-0.56,-0.18,-0.32,-0.56,0.30,0.62,-0.27,-0.12
1914,-0.60,-0.43,-0.80,-0.61,-1.61,-2.25,-2.40,-2.39,-2.73,-2.58,-2.45,1.04
