1895,0.50,-0.81,-1.10,-1.55,-2.18,-2.75,-2.88,-3.16,-4.06,-4.48,-4.96,-4.71
1896,-4.97,-4.29,-3.56,-4.16,-4.73,0.25,1.93,1.31,1.80,1.70,1.57,0.82
1897,0.19,1.39,0.91,0.58,0.90,0.91,1.32,-0.18,-0.97,-2.34,0.47,0.76
1898,1.75,-0.31,0.40,-0.10,-0.14,-0.70,-1.23,1.38,0.79,1.42,1.50,1.13
1899,1.38,1.72,2.14,-0.88,-0.52,-0.14,-0.53,-1.27,-0.99,-1.77,-2.43,-2.28
1900,-2.47,-1.69,-1.43,-2.40,-2.87,-2.51,-2.41,-2.61,-3.50,-4.11,-3.30,-3.41
1901,-3.47,-4.02,-3.92,1.65,2.10,2.42,-0.86,-0.96,-0.89,-1.98,-2.19,1.04
1902,1.11,0.97,1.04,-0.05,-0.62,0.69,-0.06,-0.59,-0.98,-1.16,-1.44,1.04
1903,0.94,2.32,-0.26,0.33,-0.51,-0.05,-0.13,-0.76,-1.53,-1.68,-1.86,-2.11
1904,-1.90,-1.85,-1.44,-1.24,-1.37,-1.29,-1.66,-1.91,-2.62,-3.06,-4.37,-4.23
1905,-3.79,-3.78,-3.37,-3.42,0.21,0.27,0.54,0.67,0.26,1.21,1.22,-0.21
1906,-0.26,-0.86,-0.31,-0.49,-1.18,-0.79,-1.09,-1.18,-1.42,-1.47,-1.80,0.79
1907,2.35,1.79,2.06,1.95,1.78,2.44,3.23,3.36,3.64,3.68,3.43,3.15
1908,2.54,2.76,3.44,3.28,3.71,-0.74,-0.59,-1.35,-2.46,-3.34,-4.52,-4.53
1909,-4.13,0.62,0.31,0.93,0.77,1.19,-0.24,-0.58,-0.84,-0.67,-1.37,-1.44
1910,1.20,1.40,-1.77,-2.10,-1.82,-1.14,-1.53,-2.33,-2.12,-2.73,-3.15,-3.07
1911,-1.86,-2.23,-2.20,-1.67,-2.79,-2.61,-3.22,0.95,1.54,2.64,2.37,2.14
1912,1.69,1.26,1.49,1.33,0.93,1.03,2.51,2.47,2.42,1.79,1.04,0.77
1913,2.18,1.65,1.82,1.33,1.49,0.92,1.33,0.81,0.70,1.40,2.15,1.77
1914,1.59,1.80,1.36,1.81,-0.81,-1.25,-1.41,-0.97,-1.62,-1.88,-2.83,0.88
1915,1.57,1.41,-0.70,-1.49,-1.32,-1.44,0.05,0.39,0.50,1.05,1.13,1.70
1916,2.23,2.60,3.17,2.73,2.14,2.54,1.55,1.60,1.70,1.41,0.87,0.91
1917,1.49,1.42,2.22,1.63,2.10,1.82,1.57,1.32,1.12,2.09,-0.67,-1.30
1918,0.30,0.53,0.54,1.02,-0.13,-0.23,-0.66,-0.95,-0.81,-0.65,-0.99,-0.47
1919,-0.42,-0.96,-1.38,-1.82,0.36,0.37,0.74,1.29,0.68,1.72,2.60,2.81
1920,2.90,2.27,1.72,2.20,1.53,1.86,1.95,-0.12,-0.11,-0.80,-1.05,-1.27
1921,-1.46,-1.57,-2.02,-2.58,-2.16,-2.05,-2.35,0.72,1.08,1.02,2.58,2.88
1922,-0.33,-0.60,-0.16,-0.43,-0.65,-0.45,-0.79,-0.64,-1.37,-1.71,-2.53,0.55
1923,1.13,1.24,-0.48,-0.49,-0.93,-0.74,-0.57,-0.41,-0.32,-0.63,0.27,1.57
1924,2.06,2.03,2.11,1.80,2.90,2.95,2.86,2.93,4.21,-0.92,-1.39,-1.44
1925,-1.21,-1.39,-1.46,-1.78,-1.71,-1.98,-1.23,-1.85,-2.40,1.99,2.42,-0.94
1926,-0.78,-0.10,-0.30,-0.55,-1.12,0.12,0.02,1.09,1.81,2.76,2.78,3.29
1927,3.47,3.73,2.76,3.37,2.99,2.86,2.84,2.99,2.24,2.55,3.05,3.00
1928,2.28,2.01,1.96,2.55,1.70,2.69,2.44,2.29,-0.02,-0.39,-0.06,-0.50
1929,-0.33,-0.35,-0.74,0.32,0.87,-0.37,-0.76,-0.75,-1.07,1.22,1.91,-0.19
1930,-0.49,-0.59,-0.58,-1.31,-2.14,-2.49,-3.45,-3.95,-4.76,-5.45,-6.40,-6.29
