1895,0.00,-0.03,-0.20,-0.52,-1.11,-1.98,-2.55,0.91,-0.15,-0.96,0.72,1.22
1896,-0.83,1.63,4.61,3.26,2.70,2.25,2.11,2.33,3.51,3.47,3.23,2.12
1897,2.50,2.17,2.75,2.12,2.99,3.52,4.25,4.62,4.12,2.82,3.26,3.25
1898,4.48,6.82,5.45,5.30,4.27,4.06,2.87,2.96,2.58,2.80,3.46,2.75
1899,2.77,3.04,4.76,-1.12,-1.52,-1.57,-0.78,-1.50,-1.24,-2.08,-2.55,-2.71
1900,1.83,4.92,6.75,5.20,5.62,4.86,3.93,3.22,2.61,2.21,3.05,2.24
1901,2.37,1.53,2.97,4.58,4.79,3.91,3.56,4.04,3.37,2.79,2.00,4.05
1902,3.79,3.57,6.41,5.88,5.46,5.98,5.02,5.60,5.51,5.56,3.94,4.44
1903,4.62,5.05,6.59,5.31,3.60,4.08,3.96,3.86,2.63,2.04,1.14,1.08
1904,1.49,1.16,1.46,2.46,2.67,2.08,1.36,2.13,3.31,-0.34,-1.01,-1.58
1905,-0.62,-1.11,-1.47,-2.03,-2.08,0.41,0.41,0.44,1.15,-0.79,-0.70,-0.42
1906,-0.25,-0.52,1.36,1.18,2.07,2.52,2.74,-0.31,-1.25,-0.99,-1.13,0.24
1907,0.13,0.04,0.01,0.38,0.14,0.72,1.02,0.89,2.41,2.67,2.95,2.97
1908,2.74,3.58,3.18,2.49,2.91,-1.00,-1.46,-0.42,-1.54,-2.03,-3.00,-2.89
1909,1.41,2.76,3.32,3.50,2.91,2.25,1.62,1.18,2.62,-0.68,-0.60,-0.95
1910,0.43,1.15,-0.58,-0.33,-0.49,-0.10,-0.58,-0.12,-0.32,-1.23,-1.89,-1.82
1911,-0.03,0.02,1.04,-1.01,-2.14,-2.16,0.01,0.49,-0.01,-0.47,0.06,0.22
1912,0.75,0.92,2.11,1.72,2.50,1.29,0.69,1.87,1.76,1.60,1.60,1.62
1913,1.59,1.30,2.64,-0.62,-0.27,-1.42,-2.10,-1.92,-1.87,-1.38,-2.01,0.28
1914,0.30,0.02,1.09,1.96,-0.70,-0.80,-0.76,0.76,-0.90,-1.75,-2.28,-2.57
1915,-1.73,-0.71,-1.98,-1.95,-1.98,-2.29,2.10,3.59,2.70,1.89,1.26,1.52
1916,0.89,1.52,1.41,1.46,1.89,2.72,2.82,3.19,3.34,2.57,2.37,2.85
1917,3.07,2.65,3.11,2.72,2.75,5.50,4.57,5.45,4.21,4.50,3.06,2.74
1918,2.55,2.48,1.79,1.14,0.56,0.80,1.40,1.83,3.71,3.53,3.03,2.94
1919,2.89,2.34,3.32,2.77,3.15,2.09,1.31,1.08,1.48,1.40,1.87,1.01
1920,0.57,2.63,3.25,4.83,4.01,3.44,3.16,3.61,5.07,3.89,3.70,4.81
