1895,0.37,-0.49,-0.45,-0.96,-1.00,-0.44,-0.62,-0.80,-1.53,-1.52,-2.28,-2.61
1896,-2.69,-2.30,-2.54,-2.79,-3.08,-2.47,-2.48,-3.29,-3.67,-3.43,-3.65,-4.29
1897,-4.44,-3.87,-3.49,-3.66,-4.06,-4.81,-4.99,-4.75,-5.28,-5.31,-5.55,-5.15
1898,-5.38,-5.55,-5.99,-5.46,-6.09,-6.15,-5.78,-4.93,-4.39,-3.41,-2.57,-2.57
1899,-2.37,-1.95,-2.04,-2.63,-3.42,-3.94,-3.69,-4.17,-4.68,-4.45,-4.40,-3.91
1900,-4.06,0.91,0.47,1.47,0.72,2.50,-0.12,-0.79,0.02,0.66,-0.34,-0.35
1901,-0.43,-0.47,-0.61,-0.40,-0.13,-0.57,-1.38,0.26,0.57,-0.45,-0.91,-0.24
1902,-0.73,-0.18,-0.10,-0.76,-1.52,-2.84,-3.91,-4.62,-3.89,-3.14,-3.13,-2.79
1903,-2.97,-1.20,-1.77,-2.28,-1.55,-1.07,-1.36,-1.94,-2.29,-2.34,-2.88,-3.28
1904,-3.35,-3.32,-4.01,-4.33,-4.34,-4.43,-4.35,-4.05,-4.52,-4.83,-4.79,-4.80
1905,-4.33,-3.14,-3.76,-3.74,-3.36,-3.12,-3.22,-3.16,-3.19,-2.53,-2.95,-2.40
1906,-2.49,-2.85,-2.11,-3.03,-2.90,-3.24,-2.59,-3.15,-1.38,-0.73,-1.43,-1.70
1907,-2.57,-2.45,-3.37,0.42,1.43,-0.35,-0.68,-1.39,0.67,0.24,0.66,0.95
1908,0.56,0.78,-0.75,-0.74,-0.44,-0.78,-1.12,-1.90,-2.07,-2.00,-2.84,-2.92
1909,-3.66,0.31,0.59,0.89,1.50,2.44,-0.16,-0.75,-0.96,-1.25,-2.16,-1.96
1910,-2.33,-2.03,-3.12,-3.35,-3.09,-1.92,-1.23,-1.63,-2.00,-1.78,-2.13,-2.42
1911,-2.68,-3.18,-3.97,-3.00,-3.29,-3.37,-3.16,-3.27,-3.67,-3.36,-3.15,0.25
1912,0.40,0.28,0.94,1.83,-0.38,-0.07,-0.30,-0.40,0.42,0.51,-0.56,-0.29
1913,-0.53,0.11,0.43,-0.66,-1.07,-1.31,-1.68,-2.53,-1.01,-0.85,-1.51,-1.87
1914,-2.57,-2.59,-3.12,-3.19,-3.90,-4.56,-4.92,-4.62,-3.65,-3.18,-2.85,-2.72
1915,-2.36,-2.18,-2.58,-3.49,-3.09,-3.18,-3.26,-3.50,-2.94,-2.00,-2.44,-2.09
1916,-2.64,-2.70,-3.24,-3.39,-3.27,-3.30,-0.66,-0.97,-1.18,-1.38,-1.74,-1.94
1917,-1.72,-1.47,-1.16,-1.51,-1.72,-1.95,-1.90,0.04,1.24,-0.07,-0.62,-1.33
1918,-0.85,-1.67,-2.99,-2.29,-2.72,-2.80,-3.07,-3.58,0.44,2.05,2.20,2.21
1919,1.98,2.33,1.87,1.29,1.63,1.40,1.40,1.71,-0.84,-0.92,-1.15,0.56
1920,0.64,0.27,0.27,1.06,1.04,1.09,-0.18,0.18,-0.09,-0.53,-0.88,-0.15
1921,-0.82,-0.94,-1.69,-1.03,-1.68,-2.61,-2.91,-3.45,-3.85,-3.56,-3.83,-4.10
1922,-3.44,-3.03,-2.39,-2.59,-1.78,-1.83,-2.08,-2.54,-3.11,-2.81,-3.32,-2.88
1923,-3.26,-2.78,-2.91,-2.36,-0.93,-0.84,-0.83,-0.69,-1.43,-1.31,-0.85,-0.92
1924,-0.61,-0.74,-1.50,-1.34,-1.13,-0.77,-1.23,-2.03,-1.75,-2.26,-3.19,-2.66
1925,-1.32,-1.84,-2.54,-3.49,-4.12,-4.83,-5.02,-5.90,-6.11,-4.96,-4.57,-4.41
1926,-3.30,-3.23,-3.04,-3.49,-3.63,-3.22,-2.92,-2.65,-1.84,-2.04,-1.79,-1.91
1927,-2.95,-2.59,-3.15,-3.93,-4.45,-4.11,-4.43,-4.79,-5.26,-5.17,-5.17,-3.98
1928,-4.58,-4.49,-4.37,1.14,0.84,2.51,-0.12,-0.53,-0.50,-0.53,-1.12,-1.86
1929,-1.86,1.07,2.64,1.95,2.09,2.19,-0.44,-1.43,0.86,1.69,3.14,-0.26
1930,-0.60,-1.55,-1.81,-2.73,-3.07,-3.64,-4.26,-4.63,-3.24,-2.77,-1.69,-2.03
1931,-2.30,-2.61,-2.95,-3.03,-2.97,-3.56,-4.01,-3.39,-4.23,-4.50,-4.92,-4.12
1932,-3.48,-3.64,-3.70,-4.04,-3.56,-3.27,-3.57,0.06,0.12,0.69,0.55,1.20
1933,0.52,0.66,0.95,1.14,-1.08,-1.60,-1.52,-1.74,-2.21,-2.22,-2.97,-3.54
1934,-3.90,-3.74,-3.53,-3.52,-3.10,-2.94,-2.20,-1.77,-2.02,-0.64,-0.61,-0.92
1935,-1.70,-1.68,-1.56,-1.54,-1.56,-1.70,-1.58,-1.28,-1.79,-2.33,-2.52,-2.46
1936,2.00,2.86,-0.82,-0.45,-1.17,-1.85,-1.68,-1.11,-1.68,-1.88,-2.27,0.48
1937,0.73,0.67,0.37,0.57,0.52,-0.35,-0.66,0.08,0.34,1.12,1.14,-0.57
