1895,0.21,-0.06,-0.24,-0.20,-0.63,-1.09,-1.42,0.75,-0.38,-0.89,0.76,1.59
1896,0.87,2.13,4.64,-1.13,-2.04,-2.44,-2.36,-2.07,-1.52,-1.49,-1.27,-2.05
1897,0.75,0.84,1.71,1.78,2.28,4.03,6.20,6.00,5.03,3.75,4.85,5.51
1898,6.64,7.31,5.71,5.26,5.07,4.70,3.63,4.53,4.61,5.17,5.15,4.44
1899,4.06,4.02,5.90,4.55,3.33,2.60,2.56,1.52,1.86,1.24,0.79,0.91
1900,1.79,3.47,4.20,2.82,2.24,1.68,1.53,2.32,1.73,1.10,2.16,1.67
1901,1.51,0.72,1.99,2.25,2.69,-0.33,-0.31,0.36,-0.21,-0.80,-1.20,1.24
1902,1.02,1.21,2.16,2.14,2.37,3.08,4.01,4.48,4.68,4.95,3.59,3.87
1903,3.96,4.53,5.71,4.28,2.38,3.27,3.41,4.19,3.06,2.85,2.17,1.97
1904,1.96,1.46,1.15,1.46,1.07,0.62,0.89,1.79,3.20,3.20,-0.71,-0.94
1905,-0.64,-0.96,-0.89,-1.11,-1.42,0.86,1.71,2.60,3.85,3.29,2.97,2.78
1906,2.42,2.58,2.64,1.62,2.03,2.52,-0.23,-0.09,-0.34,-0.30,-0.41,-0.19
1907,-0.33,-0.99,-1.24,0.67,0.69,1.23,1.16,0.61,2.31,3.14,3.40,3.69
1908,3.23,3.91,3.47,3.41,3.62,-0.11,-0.56,0.61,-1.14,-1.84,-3.02,-3.33
1909,0.95,2.65,2.09,2.05,2.70,-0.10,-0.56,0.35,0.59,-0.40,-1.30,-1.67
1910,0.81,1.78,-0.91,-1.39,-0.72,-0.72,-1.34,0.71,1.51,-0.04,0.06,-0.24
1911,-0.35,0.15,0.64,-0.77,-1.85,-1.77,-2.18,0.31,0.49,0.96,0.58,0.57
1912,0.50,0.41,1.10,1.10,2.56,2.15,1.47,2.32,3.47,3.61,3.63,3.33
1913,3.78,3.04,5.21,-0.59,-0.21,-0.98,-1.17,-2.04,-2.43,-1.87,-2.55,-2.20
1914,-2.07,-2.24,0.51,1.97,-1.06,-1.05,0.11,1.09,-0.24,-0.96,-1.29,-1.54
1915,0.49,1.94,-1.15,-2.09,-2.35,-2.46,1.57,2.64,2.13,1.69,1.25,1.90
1916,1.53,1.87,1.75,1.40,1.51,2.14,1.47,0.95,1.58,1.13,1.49,1.32
1917,1.66,1.11,1.20,0.81,0.94,1.52,1.04,2.24,1.75,3.04,-0.75,-0.91
1918,-0.78,-0.40,-0.62,-1.11,0.17,0.73,0.08,0.26,2.06,2.62,2.46,2.19
1919,1.69,1.30,2.37,1.91,2.43,1.76,1.06,1.48,1.92,2.28,2.46,1.60
